ship,departure_date,inside,outside,balcony,suite,created_at
Celebrity Summit,04-Sep-2026,3473.27,3737.27,4943.27,9596.27,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,3213.27,3476.27,4682.77,9471.27,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,3075.77,3338.77,4438.77,9077.77,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,3000.77,3264.77,4407.77,9046.27,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,2742.27,3005.27,4211.27,9846.27,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,2533.77,2797.27,3970.27,5187.77,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,2288.77,2552.77,3758.77,9566.27,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,2150.77,2413.77,3620.27,9428.27,2025-12-24T07:51:06+00:00
Celebrity Summit,04-Sep-2026,755.77,944.77,2121.27,3277.77,2025-12-24T07:51:06+00:00
Celebrity Summit,25-Sep-2026,596.1,601.6,893.6,4397.1,2025-12-24T07:51:06+00:00
Celebrity Summit,01-Oct-2026,1609.16,2081.16,3146.66,14914.16,2025-12-24T07:51:06+00:00
Celebrity Summit,18-Oct-2026,523.85,628.35,864.85,2810.85,2025-12-24T07:51:13+00:00
Celebrity Summit,25-Oct-2026,535.73,571.23,845.73,2688.73,2025-12-24T07:51:13+00:00
Celebrity Xcel,05-Sep-2026,3010.28,3448.28,3554.28,5455.28,2025-12-24T07:51:13+00:00
Celebrity Xcel,13-Sep-2026,2823.19,2918.19,3600.19,7607.19,2025-12-24T07:51:13+00:00
Celebrity Xcel,21-Sep-2026,4723.97,5794.97,6833.47,11165.97,2025-12-24T07:51:13+00:00
Celebrity Xcel,02-Oct-2026,2443.38,2745.38,3023.38,7430.38,2025-12-24T07:51:13+00:00
Celebrity Xcel,12-Oct-2026,2631.88,2869.38,3373.38,7714.38,2025-12-24T07:51:13+00:00
Celebrity Xcel,23-Oct-2026,1735.19,2311.69,2907.69,N/A,2025-12-24T07:51:13+00:00
Celebrity Apex,07-Nov-2026,864.36,968.36,1294.86,4058.36,2025-12-24T07:51:17+00:00
Celebrity Apex,14-Nov-2026,793.77,864.27,1069.27,3207.27,2025-12-24T07:51:17+00:00
Celebrity Apex,21-Nov-2026,919.36,1045.86,1262.36,3528.36,2025-12-24T07:51:17+00:00
Celebrity Apex,28-Nov-2026,764.87,915.87,1083.87,3290.37,2025-12-24T07:51:17+00:00
Celebrity Apex,05-Dec-2026,944.86,1113.36,1262.36,4237.86,2025-12-24T07:51:17+00:00
Celebrity Apex,12-Dec-2026,789.79,814.29,1002.29,3232.79,2025-12-24T07:51:17+00:00
Celebrity Apex,19-Dec-2026,1236.31,1236.31,1400.31,2889.81,2025-12-24T07:51:17+00:00
Celebrity Apex,26-Dec-2026,1460.9,1709.9,1839.9,4059.9,2025-12-24T07:51:17+00:00
Celebrity Ascent,13-Nov-2026,1486.57,1807.07,2019.07,6530.07,2025-12-24T07:51:17+00:00
Celebrity Ascent,23-Nov-2026,1719.56,2194.06,2571.06,7353.06,2025-12-24T07:51:17+00:00
Celebrity Ascent,04-Dec-2026,1457.57,1678.07,1848.07,5211.57,2025-12-24T07:51:17+00:00
Celebrity Ascent,14-Dec-2026,1238.18,1315.68,1696.68,4227.18,2025-12-24T07:51:17+00:00
Celebrity Ascent,24-Dec-2026,1928.93,2060.93,2838.93,7065.43,2025-12-24T07:51:17+00:00
Celebrity Beyond,18-Nov-2026,749.7,799.7,861.7,2588.7,2025-12-24T07:51:17+00:00
Celebrity Beyond,22-Nov-2026,897.7,1168.2,1495.7,4521.7,2025-12-24T07:51:17+00:00
Celebrity Beyond,29-Nov-2026,917.7,1057.7,1413.2,3577.7,2025-12-24T07:51:17+00:00
Celebrity Beyond,06-Dec-2026,798.79,856.29,1179.79,3409.29,2025-12-24T07:51:17+00:00
Celebrity Beyond,13-Dec-2026,966.17,969.17,1226.17,3771.17,2025-12-24T07:51:17+00:00
Celebrity Beyond,20-Dec-2026,1263.29,1263.29,1614.79,3909.79,2025-12-24T07:51:17+00:00
Celebrity Beyond,27-Dec-2026,1456.6,1530.6,1931.6,4550.1,2025-12-24T07:51:17+00:00
Celebrity Constellation,02-Nov-2026,1021.87,1162.37,2021.37,6231.87,2025-12-24T07:51:21+00:00
Celebrity Constellation,17-Nov-2026,1396.48,1567.48,2042.48,5022.48,2025-12-24T07:51:21+00:00
Celebrity Constellation,28-Nov-2026,860.94,855.94,1036.94,3258.94,2025-12-24T07:51:21+00:00
Celebrity Constellation,05-Dec-2026,789.44,843.94,989.44,3121.94,2025-12-24T07:51:21+00:00
Celebrity Constellation,12-Dec-2026,752.91,747.91,1142.91,3653.41,2025-12-24T07:51:21+00:00
Celebrity Constellation,19-Dec-2026,1000.32,1021.32,1390.32,3040.82,2025-12-24T07:51:21+00:00
Celebrity Constellation,26-Dec-2026,1354.69,1354.69,1569.69,4207.19,2025-12-24T07:51:21+00:00
Celebrity Eclipse,10-Nov-2026,1077.13,1362.13,1365.13,N/A,2025-12-24T07:51:21+00:00
Celebrity Eclipse,24-Nov-2026,918.45,1212.95,1244.45,4101.95,2025-12-24T07:51:21+00:00
Celebrity Eclipse,03-Dec-2026,967.9,1140.9,1323.9,4947.9,2025-12-24T07:51:21+00:00
Celebrity Eclipse,12-Dec-2026,1028.38,1291.38,1419.38,4985.38,2025-12-24T07:51:21+00:00
Celebrity Eclipse,22-Dec-2026,2066.37,2450.87,2544.87,7334.87,2025-12-24T07:51:21+00:00
Celebrity Edge,09-Nov-2026,1781.54,1871.04,1977.04,5796.04,2025-12-24T07:51:21+00:00
Celebrity Edge,19-Nov-2026,2198.66,2663.16,3278.16,5953.16,2025-12-24T07:51:21+00:00
Celebrity Edge,01-Dec-2026,1625.61,1625.61,1939.11,5061.61,2025-12-24T07:51:21+00:00
Celebrity Edge,12-Dec-2026,1660.67,2196.67,2160.67,4217.17,2025-12-24T07:51:21+00:00
Celebrity Edge,21-Dec-2026,2660.55,2776.05,3760.55,7451.55,2025-12-24T07:51:21+00:00
Celebrity Equinox,09-Nov-2026,1299.43,1348.43,1449.43,4462.93,2025-12-24T07:51:21+00:00
Celebrity Equinox,05-Dec-2026,N/A,3282.41,2944.41,9159.91,2025-12-24T07:51:21+00:00
Celebrity Equinox,19-Dec-2026,2847.9,3468.9,3460.4,9648.4,2025-12-24T07:51:21+00:00
Celebrity Flora,01-Nov-2026,N/A,N/A,N/A,11176.0,2025-12-24T07:51:27+00:00
Celebrity Flora,01-Nov-2026,N/A,N/A,N/A,11326.5,2025-12-24T07:51:27+00:00
Celebrity Flora,01-Nov-2026,N/A,N/A,N/A,19526.5,2025-12-24T07:51:27+00:00
Celebrity Flora,01-Nov-2026,N/A,N/A,N/A,9176.0,2025-12-24T07:51:27+00:00
Celebrity Flora,08-Nov-2026,N/A,N/A,N/A,11337.0,2025-12-24T07:51:27+00:00
Celebrity Flora,08-Nov-2026,N/A,N/A,N/A,11487.5,2025-12-24T07:51:27+00:00
Celebrity Flora,08-Nov-2026,N/A,N/A,N/A,19687.5,2025-12-24T07:51:27+00:00
Celebrity Flora,08-Nov-2026,N/A,N/A,N/A,9337.0,2025-12-24T07:51:27+00:00
Celebrity Flora,15-Nov-2026,N/A,N/A,N/A,11069.0,2025-12-24T07:51:27+00:00
Celebrity Flora,15-Nov-2026,N/A,N/A,N/A,11219.5,2025-12-24T07:51:27+00:00
Celebrity Flora,15-Nov-2026,N/A,N/A,N/A,19419.5,2025-12-24T07:51:27+00:00
Celebrity Flora,15-Nov-2026,N/A,N/A,N/A,9069.0,2025-12-24T07:51:27+00:00
Celebrity Flora,22-Nov-2026,N/A,N/A,N/A,11191.0,2025-12-24T07:51:27+00:00
Celebrity Flora,22-Nov-2026,N/A,N/A,N/A,11340.5,2025-12-24T07:51:27+00:00
Celebrity Flora,22-Nov-2026,N/A,N/A,N/A,19540.5,2025-12-24T07:51:27+00:00
Celebrity Flora,22-Nov-2026,N/A,N/A,N/A,9191.0,2025-12-24T07:51:27+00:00
Celebrity Flora,29-Nov-2026,N/A,N/A,N/A,10484.0,2025-12-24T07:51:27+00:00
Celebrity Flora,29-Nov-2026,N/A,N/A,N/A,10633.5,2025-12-24T07:51:27+00:00
Celebrity Flora,29-Nov-2026,N/A,N/A,N/A,18833.5,2025-12-24T07:51:27+00:00
Celebrity Flora,29-Nov-2026,N/A,N/A,N/A,8484.0,2025-12-24T07:51:27+00:00
Celebrity Flora,06-Dec-2026,N/A,N/A,N/A,10872.0,2025-12-24T07:51:32+00:00
Celebrity Flora,06-Dec-2026,N/A,N/A,N/A,11021.5,2025-12-24T07:51:32+00:00
Celebrity Flora,06-Dec-2026,N/A,N/A,N/A,19221.5,2025-12-24T07:51:32+00:00
Celebrity Flora,06-Dec-2026,N/A,N/A,N/A,8872.0,2025-12-24T07:51:32+00:00
Celebrity Flora,13-Dec-2026,N/A,N/A,N/A,10119.0,2025-12-24T07:51:32+00:00
Celebrity Flora,13-Dec-2026,N/A,N/A,N/A,10268.5,2025-12-24T07:51:32+00:00
Celebrity Flora,13-Dec-2026,N/A,N/A,N/A,18468.5,2025-12-24T07:51:32+00:00
Celebrity Flora,13-Dec-2026,N/A,N/A,N/A,8119.0,2025-12-24T07:51:32+00:00
Celebrity Flora,20-Dec-2026,N/A,N/A,N/A,16249.0,2025-12-24T07:51:32+00:00
Celebrity Flora,20-Dec-2026,N/A,N/A,N/A,16399.5,2025-12-24T07:51:32+00:00
Celebrity Flora,20-Dec-2026,N/A,N/A,N/A,24599.5,2025-12-24T07:51:32+00:00
Celebrity Flora,20-Dec-2026,N/A,N/A,N/A,14249.0,2025-12-24T07:51:32+00:00
Celebrity Flora,27-Dec-2026,N/A,N/A,N/A,12586.0,2025-12-24T07:51:32+00:00
Celebrity Flora,27-Dec-2026,N/A,N/A,N/A,12735.5,2025-12-24T07:51:32+00:00
Celebrity Flora,27-Dec-2026,N/A,N/A,N/A,20935.5,2025-12-24T07:51:32+00:00
Celebrity Flora,27-Dec-2026,N/A,N/A,N/A,10586.0,2025-12-24T07:51:32+00:00
Celebrity Infinity,02-Nov-2026,3007.78,2823.78,3790.78,5843.28,2025-12-24T07:51:32+00:00
Celebrity Infinity,14-Nov-2026,1419.69,1466.69,1961.69,5235.19,2025-12-24T07:51:32+00:00
Celebrity Infinity,26-Nov-2026,2005.94,2209.44,3211.44,5953.44,2025-12-24T07:51:32+00:00
Celebrity Infinity,08-Dec-2026,1371.33,1489.83,2322.83,4863.33,2025-12-24T07:51:32+00:00
Celebrity Infinity,20-Dec-2026,3138.72,3138.22,3680.72,8367.72,2025-12-24T07:51:39+00:00
Celebrity Millennium,12-Nov-2026,2085.49,2320.49,N/A,N/A,2025-12-24T07:51:39+00:00
Celebrity Millennium,26-Nov-2026,1832.86,2654.36,3159.36,6288.86,2025-12-24T07:51:39+00:00
Celebrity Millennium,09-Dec-2026,1428.07,1458.07,1892.07,5204.57,2025-12-24T07:51:39+00:00
Celebrity Millennium,21-Dec-2026,2091.09,2406.59,3124.09,7232.09,2025-12-24T07:51:39+00:00
Celebrity Reflection,02-Nov-2026,449.41,562.41,606.41,1712.41,2025-12-24T07:51:39+00:00
Celebrity Reflection,06-Nov-2026,395.58,474.08,469.08,1016.58,2025-12-24T07:51:39+00:00
Celebrity Reflection,09-Nov-2026,453.71,505.21,548.71,1237.71,2025-12-24T07:51:39+00:00
Celebrity Reflection,13-Nov-2026,357.58,444.08,458.58,1001.08,2025-12-24T07:51:39+00:00
Celebrity Reflection,16-Nov-2026,422.03,457.53,486.03,1132.03,2025-12-24T07:51:39+00:00
Celebrity Reflection,20-Nov-2026,360.58,444.08,445.58,955.08,2025-12-24T07:51:39+00:00
Celebrity Reflection,23-Nov-2026,434.59,547.09,607.09,1471.09,2025-12-24T07:51:39+00:00
Celebrity Reflection,27-Nov-2026,367.58,444.08,439.08,987.58,2025-12-24T07:51:39+00:00
Celebrity Reflection,30-Nov-2026,414.03,456.53,484.53,1174.03,2025-12-24T07:51:39+00:00
Celebrity Reflection,04-Dec-2026,373.58,435.08,463.08,988.08,2025-12-24T07:51:39+00:00
Celebrity Reflection,07-Dec-2026,424.59,458.59,487.09,1138.09,2025-12-24T07:51:39+00:00
Celebrity Reflection,11-Dec-2026,380.58,444.08,472.58,1055.58,2025-12-24T07:51:39+00:00
Celebrity Reflection,14-Dec-2026,416.68,486.18,514.18,1055.68,2025-12-24T07:51:39+00:00
Celebrity Reflection,18-Dec-2026,435.08,494.08,522.58,1096.58,2025-12-24T07:51:39+00:00
Celebrity Reflection,21-Dec-2026,904.6,1049.6,1052.6,3159.6,2025-12-24T07:51:39+00:00
Celebrity Reflection,28-Dec-2026,1170.44,1446.94,1450.44,4068.94,2025-12-24T07:51:44+00:00
Celebrity Silhouette,07-Nov-2026,905.86,1216.86,1333.36,6807.86,2025-12-24T07:51:44+00:00
Celebrity Silhouette,15-Nov-2026,520.65,598.15,646.65,2740.65,2025-12-24T07:51:44+00:00
Celebrity Silhouette,21-Nov-2026,1103.36,1192.86,1579.36,5618.86,2025-12-24T07:51:44+00:00
Celebrity Silhouette,29-Nov-2026,517.52,603.52,671.52,2830.02,2025-12-24T07:51:44+00:00
Celebrity Silhouette,05-Dec-2026,965.86,1214.36,1278.36,5894.36,2025-12-24T07:51:44+00:00
Celebrity Silhouette,13-Dec-2026,503.02,593.02,688.52,2355.02,2025-12-24T07:51:44+00:00
Celebrity Silhouette,19-Dec-2026,1194.68,1460.68,1564.18,4106.68,2025-12-24T07:51:44+00:00
Celebrity Silhouette,27-Dec-2026,1005.9,1278.9,1510.9,4332.4,2025-12-24T07:51:44+00:00
Celebrity Solstice,10-Nov-2026,1385.61,1777.61,1708.61,4950.61,2025-12-24T07:51:44+00:00
Celebrity Solstice,22-Nov-2026,1401.2,1747.2,1855.2,5246.7,2025-12-24T07:51:44+00:00
Celebrity Solstice,05-Dec-2026,1721.5,1992.5,2168.5,8418.5,2025-12-24T07:51:44+00:00
Celebrity Solstice,18-Dec-2026,3045.88,3358.38,3654.38,8229.38,2025-12-24T07:51:44+00:00
Celebrity Summit,01-Nov-2026,553.43,639.93,762.93,3045.93,2025-12-24T07:51:44+00:00
Celebrity Summit,08-Nov-2026,491.23,643.73,747.23,2750.23,2025-12-24T07:51:44+00:00
Celebrity Summit,15-Nov-2026,559.93,655.93,798.93,2725.93,2025-12-24T07:51:44+00:00
Celebrity Summit,22-Nov-2026,723.64,774.14,1004.14,2872.14,2025-12-24T07:51:44+00:00
Celebrity Summit,29-Nov-2026,564.93,804.93,807.43,2432.43,2025-12-24T07:51:44+00:00
Celebrity Summit,06-Dec-2026,588.5,706.0,786.0,2718.5,2025-12-24T07:51:44+00:00
Celebrity Summit,13-Dec-2026,757.1,853.6,935.6,3192.1,2025-12-24T07:51:44+00:00
Celebrity Summit,20-Dec-2026,1077.74,1077.24,1153.74,2624.24,2025-12-24T07:51:50+00:00
Celebrity Summit,27-Dec-2026,1281.35,1304.85,1366.85,3556.85,2025-12-24T07:51:50+00:00
Celebrity Xcel,08-Nov-2026,1232.58,1300.08,1509.08,5023.58,2025-12-24T07:51:50+00:00
Celebrity Xcel,15-Nov-2026,879.48,1018.98,1178.98,4352.48,2025-12-24T07:51:50+00:00
Celebrity Xcel,21-Nov-2026,1038.9,1149.4,1378.9,4322.4,2025-12-24T07:51:50+00:00
Celebrity Xcel,28-Nov-2026,1738.91,1988.91,2268.91,8150.91,2025-12-24T07:51:50+00:00
Celebrity Xcel,06-Dec-2026,969.88,1040.88,1408.38,3832.38,2025-12-24T07:51:50+00:00
Celebrity Xcel,13-Dec-2026,928.86,1028.86,1281.86,3521.86,2025-12-24T07:51:50+00:00
Celebrity Xcel,20-Dec-2026,1413.7,1578.2,2018.2,5071.2,2025-12-24T07:51:50+00:00
Celebrity Xcel,27-Dec-2026,1825.63,2107.13,2539.63,5391.63,2025-12-24T07:51:50+00:00
